Hcell	Pcell	Delta_mean_%	meanP	maxP	Variance_P	CV_P	meanH	maxH	new_meanH	new_maxH	new_Variance_H	new_CV_H
Cell#23	3951_2_0_0_3	-26.88	101870989322.79187	351354572730.8285	3435.2631973587763	0.5753465119584542	17382000000.0	45588000000.0	12709068862.886557	45588000000.0	59.06372587723785	0.6047093545993572
Cell#846	3950_3_0_1_2_2	-10.63	146755641970.3832	376317649786.9757	5384.849281994981	0.5000252890449894	26936000000.0	56438999999.99999	24073841222.471233	56438999999.99999	105.25388505912342	0.4261609733977111
Cell#414	3948_1_3_3_1	-39.99	97937787192.38419	417337726196.11487	4062.5869324197197	0.6508052478770417	13280999999.999998	34493000000.0	7970217936.837614	34493000000.0	27.89088307962226	0.6626145005527642
Cell#898	3951_3_1_2_2	-10.68	170171364184.12778	426096181555.4624	8092.586305635595	0.5286365529929886	34685000000.0	78588000000.00002	30981463551.035072	78588000000.00002	275.98054206256126	0.5362129543379777
Cell#695	3948_3_1_1	-21.96	165834867082.97723	415679569674.27277	8250.852472596433	0.5477388730528783	56223000000.0	85525000000.0	43874293885.68931	85525000000.0	222.4596823117862	0.3399503685650067
Cell#290	3951_2_2_0_1	-34.71	123554227805.84654	390676772325.9046	5367.457000311528	0.5929617456439156	21318000000.0	45462000000.0	13917644639.966822	45462000000.0	74.30451356285592	0.6193581464507524
Cell#357	3939_2_3	-10.97	147683415869.4405	398902859549.9949	6155.799234027596	0.5312641307641893	35489000000.00001	66084999999.99999	31596331610.627754	66084999999.99999	114.53720119827844	0.3387167082581141
Cell#500	3950_3_3_2_3	-20.07	175257057493.98566	473717041007.3925	8785.54894578442	0.5348215958392085	13419000000.0	28346999999.999996	10726313781.145985	28346999999.999996	30.354496621884064	0.5136425817327248
Cell#377	3950_3_1_1_1_1	-10.19	147422638560.38477	483741088348.13806	8138.254852925234	0.61192960254091	30936000000.0	53126000000.00001	27783438034.63697	53126000000.00001	51.79149400938392	0.25902592512598066
Cell#169	3950_0_2_2_2_2	-24.91	156271484010.7666	457530591001.45776	8881.781628736559	0.6030735887522767	10758000000.0	22549000000.0	8077986374.982443	22549000000.0	20.57058163103424	0.5614617428414675
Cell#929	3946_3_0_2	-4.2	139347919855.2986	378558198780.96106	6571.914391161462	0.5817621452356286	6974000000.0	14515000000.0	6680672180.108564	14514999999.999998	6.882817107875842	0.392701855469992
Cell#671	3951_2_2_0_3_2	0.22	101336045379.28383	298695896746.4611	3647.8688321099453	0.5960128934934343	17817999999.999996	40291000000.0	17857465694.838657	40291000000.0	45.68171659350758	0.3784873623853215
Cell#907	3950_3_3_0_2_0	-40.31	146648285528.4306	518007750668.85785	5691.585893529726	0.5144458369901658	16585999999.999998	29588000000.0	9901429573.996567	29588000000.0	16.154111767687027	0.40592298065831384
Cell#414	3952_1_0_1_3	-40.67	96953929049.2094	424707786386.4361	5566.442291174917	0.769526255217475	13280999999.999998	34493000000.0	7880160628.702575	34493000000.0	36.68067493011928	0.7685702839564924
Cell#267	3950_3_0_0_0	-25.84	129842146360.45528	411415787533.99225	5185.990929340536	0.5546259561288112	3580000000.0	8806000000.0	2654575491.544807	8806000000.0	2.4549395773737857	0.5902354952180945
Cell#413	3947_1_1_3_3	-40.09	86971123664.07085	321070099921.9245	2442.988805662883	0.5683104701974532	2532000000.0	5680000000.0	1517207018.516115	5679999999.999999	0.7676525966112024	0.5774807589614767
Cell#929	3950_3_1_1_0_3_2	-15.59	126231296009.26703	401533524115.3897	4739.520305013095	0.545381187220033	6974000000.0	14515000000.0	5886843362.683826	14515000000.0	4.727569792952381	0.3693486315430427
Cell#832	3948_1_0_0_3	-5.42	122353176677.31836	361333563696.40027	4902.271452497371	0.5722468732095267	11171000000.0	19461000000.0	10566266044.996344	19461000000.0	6.685836739508925	0.24471260616251467
Cell#298	3950_2_2_3_2	-31.24	88052911921.14473	272024331078.4137	2867.8030768213994	0.6081783282154647	13023000000.0	26572000000.0	8953789226.558363	26572000000.0	26.187325332028834	0.5715295699869466
Cell#917	3947_1_1_0	-20.65	159487545334.64725	455806630914.03125	7905.1712167523665	0.5574794545532382	11288000000.0	23231000000.0	8956931863.261501	23231000000.0	18.00481927552935	0.4737346081173939
Cell#484	3939_3_0_3	-25.57	139332561017.69812	446582868394.4697	5249.826692986793	0.5200197804435956	27685000000.0	47769000000.0	20606658697.02041	47769000000.0	40.4050810030878	0.30846820965889954
Cell#692	3945_0_0_1_0_0	-42.11	88226969707.72049	424038531334.5576	3349.8413222656945	0.6560104458150604	42063999999.99999	80706000000.0	24351298673.036312	80706000000.0	96.75553140122793	0.4039389886935406
Cell#110	3950_3_1_0_3_3	-30.09	158097219054.87183	406594092997.84845	6644.38868475592	0.5155885738957241	24386999999.999996	38052000000.0	17048873745.149143	38052000000.0	45.90169617247943	0.39739159044367944
Cell#724	3951_1_0_0	24.62	138304888785.52786	466079643661.56824	7238.77465670403	0.6151697857973732	195000000.0	877000000.0	243204387.17198184	877000000.0	0.026943911980469908	0.6749302922733978
Cell#301	3950_3_0_3_3_0	-23.35	123754646627.27426	397255156520.7581	5685.150504149026	0.6092695432861612	4895000000.0	12633000000.0	3752206776.568505	12632999999.999998	5.956373585539339	0.6504354468825677
Cell#115	3952_3_2_2	-17.91	82671740375.26271	290498048197.4088	3327.8587904423653	0.6977910014043517	16579000000.0	30066000000.0	13610153877.741371	30066000000.0	22.74555805551663	0.35041707719766224
Cell#454	3959_3_0	-43.97	80927721401.5267	464738539439.4341	2802.082847003524	0.6540985301465466	6471000000.0	16684999999.999998	3625697668.0750437	16684999999.999998	3.2267760198031543	0.4954420033878395
Cell#591	3950_3_3_2_1_1	-46.93	74152159947.95224	344413988469.14246	2210.6115433527884	0.6340629994535619	23508000000.000004	40332000000.0	12474895178.586283	40332000000.0	22.74707863971159	0.38231902450534716
Cell#138	3950_2_0_1_3_3	-21.65	141960132190.57925	439582121606.5061	6101.005463212357	0.5502173892569571	28706000000.0	59327000000.0	22490978715.685066	59327000000.0	92.77407134982101	0.428257476254316
Cell#750	3945_0_3_0_1	-37.72	145124948282.79523	429327397648.21674	7874.3016744763	0.6114542199027256	20102999999.999996	35812000000.0	12520264733.224571	35812000000.0	52.33174878387878	0.5777887906608836
Cell#381	3950_0_2_2_3_3	-9.83	135329074414.027	472114184112.52234	6296.295954105847	0.5863426092946915	10997000000.0	31864000000.0	9916420409.239862	31864000000.000004	26.431542574727825	0.5184493381314231
Cell#662	3940_1_1	-5.37	138012840652.26636	371998113532.6307	6046.074535399557	0.5634005330690607	4954000000.0	12144000000.0	4688027602.862822	12144000000.0	6.067629458686242	0.5254354440977037
Cell#484	3945_1_0_0_2	-51.43	41376260617.07167	385146521512.68787	686.660565627405	0.6333150588966615	27685000000.0	47769000000.0	13446614062.297068	47769000000.0	7.0579930179301655	0.1975730353479112
Cell#246	3949_0_3_2	-38.76	112540152264.34377	404726360667.5559	5897.404120939463	0.6823747466222991	21989000000.0	36306000000.0	13466643792.264904	36306000000.0	34.74830766216578	0.4377311532285707
Cell#545	3963_2_0_3_2	-51.38	61235513481.56384	297435488967.8475	2199.3297362936137	0.7658466362487857	14335999999.999998	28125000000.0	6970139991.258334	28125000000.0	17.743957508384725	0.6043433444677877
Cell#263	3948_1_1_0_1_3	-17.17	116639212792.56673	317813050138.6578	4821.806434607437	0.5953334791361558	15947000000.0	29758000000.000004	13208812420.931652	29758000000.000004	32.13063419761561	0.4291369162916376
Cell#757	3950_3_1_1_0_3_1	-24.57	111687127902.94481	374589019594.2112	3955.7027152365754	0.5631300458181896	27330000000.0	47631000000.0	20613749715.992798	47631000000.0	42.99299435437662	0.318084017580995
Cell#378	3950_2_3_3_0_0	18.17	115324527020.70027	326303901303.54535	3769.9349462476575	0.5324088254691518	9812000000.000002	29348000000.000004	11594613185.037678	29348000000.000004	26.171936882287184	0.441226580729592
Cell#582	3946_3_0_1_1	-14.45	126592002334.4868	438642781891.65564	5159.030268492857	0.5673848936197472	55326000000.0	99176000000.0	47329275948.76192	99176000000.0	142.05568070227733	0.2518253476368878
Cell#354	3950_0_2_1_2_0	-28.59	50650602099.17028	215672367014.28662	1412.8568617152418	0.7421034835903403	34906000000.0	64753000000.0	24926998768.554844	64753000000.0	84.02256576825754	0.3677290818657639
Cell#46	3940_1_0	-35.56	129349683808.61716	417640610905.70496	5986.21551768349	0.5981509581732729	23250000000.0	44603000000.0	14983268323.000694	44603000000.0	62.67309571439544	0.5283649698160626
Cell#396	3963_3_2_0	-41.85	70508073460.7249	302638890775.30707	3172.6402679986236	0.7988616403156222	5857000000.0	11142999999.999998	3405640544.5679426	11142999999.999998	3.5868048328496416	0.5561027792891964
Cell#535	3950_0_2_3_0_0	-72.02	53490219392.87158	434368120124.73676	1393.7620784834598	0.6979429790731132	6672000000.000001	15375000000.0	1866580013.62145	15375000000.0	1.7475863479421523	0.7082273764751134
Cell#424	3950_0_0_2_1_0	-65.37	45355263580.336174	466962218024.7068	6025.357174633415	1.7114479794341924	22771000000.0	37530000000.0	7886213372.533883	37530000000.0	30.16242780517323	0.6964093997763108
Cell#877	3943_1_3	5.02	157276906844.42957	421837469651.0496	6690.689564622719	0.5200803923000098	8243000000.0	17088000000.000002	8657167298.289955	17088000000.000002	6.376877243126136	0.2916944850147364
Cell#434	3947_3_2_1	44.12	126422180529.60936	307520721313.76056	4410.736710126682	0.5253301059634101	2126000000.0	7964000000.0	3063930387.0045056	7964000000.0	3.202449300153166	0.5840664196699177
Cell#567	3951_1_2_3_1	1.44	151559369219.16132	405057144496.20874	6912.665444978666	0.548580012736253	33539000000.0	80223000000.0	34022589859.87711	80223000000.0	225.8303285593986	0.44169630214887895
Cell#344	3950_3_1_3_0_0	-23.1	167944394197.00488	390329727018.0454	5392.9223830368255	0.4372668689597966	14812000000.000002	27664000000.0	11391406479.375965	27664000000.0	28.393734329087266	0.4677716618146646
Cell#137	3950_3_1_2_2_2_2	-11.23	88931194771.04242	261071250489.85303	2628.9014941099545	0.576544760347906	18095000000.0	35043000000.0	16063118976.72181	35043000000.0	31.784163378213535	0.35097446128114
Cell#718	3950_3_1_3_0_2	-41.37	141971243313.81265	450516867846.1942	6480.301548757095	0.5670184912027655	43771000000.0	65334999999.99999	25662514779.731544	65334999999.99999	101.72049035989829	0.39301127511698825
Cell#935	3951_2_3_3_3	-29.6	149316966098.59753	420798229027.71497	7165.508700787708	0.5669103118966743	12470999999.999998	21656000000.0	8779981565.967005	21656000000.0	15.771752694558803	0.452320608312542
Cell#841	3950_3_1_2_0_0_1	-37.0	128476979453.46645	408434724855.97644	5092.094936183058	0.5554218087027717	13082000000.0	26359000000.0	8242342217.532459	26358999999.999996	21.220817775310493	0.5588952463928214
Cell#256	3951_2_0_1_3	-6.05	134839276629.8552	407140143840.6373	5764.482767695306	0.5630717756959001	11237000000.0	34580999999.99999	10556555015.261948	34580999999.99999	44.541557689548284	0.6322087249150808
Cell#626	3952_0_2_2	-31.69	96423991447.65666	434600008994.6225	3585.3856742001763	0.6209874659044584	23839000000.000004	40884000000.0	16283897281.396406	40884000000.0	19.636519749681952	0.27212842316027674
Cell#482	3950_3_1_2_2_0_3	-24.6	102128424182.41315	337799222330.1144	3911.3409195791755	0.6123732408112739	22483000000.0	31220000000.0	16952236036.688623	31220000000.0	15.397918148273783	0.23147495729417336
Cell#259	3952_1_3_2_0	-71.76	30117464745.724815	273663415564.9065	523.2406165188888	0.7595079317972354	9667000000.0	16149999999.999998	2729865211.9028473	16149999999.999998	1.6031798187008937	0.4638204730285535
Cell#846	3951_2_3_1_1	-30.6	100273187454.26505	365354984500.42346	3198.727285426109	0.56403205580901	26936000000.0	56438999999.99999	18693930435.236942	56439000000.0	65.50667827585387	0.43295440896727416
Cell#335	3950_0_3_2_3_2	-52.69	83013187546.27046	444253653524.8699	3779.9583640146693	0.7406216747896862	17406000000.0	29459000000.0	8235488524.72705	29459000000.0	13.153990220435873	0.44039196937531194
Cell#328	3950_0_3_2_1_0	-37.36	81547896570.75772	278479529944.2379	2107.5869860335324	0.5629631793150079	13540000000.0	24439000000.0	8481287140.792247	24439000000.0	13.810424349983652	0.43816909721225394
Cell#904	3950_3_1_1_3_3_1	-30.99	116182621525.18228	401793754235.06934	4778.078618671313	0.5949568568130817	3578000000.0000005	8185000000.000001	2468652967.4649625	8185000000.000001	1.8994884926917457	0.5582879966044598
Cell#15	3952_1_0_1_1_1	-50.95	43174925497.16356	289637916281.1776	1239.4268217412503	0.8154152854424224	11105000000.0	34903000000.0	5446547602.801697	34903000000.0	17.76334015740303	0.773821892694052
Cell#239	3950_2_0_3_3_0_2	-40.59	79693846067.24678	284843033837.82153	2558.7958438059454	0.6347358553525049	17362000000.0	33106000000.0	10314742673.886536	33106000000.0	31.513120909328585	0.5442360550770409
Cell#868	3950_0_2_3_0_1	-48.26	90570903617.21603	498511581829.4847	2481.9187498781666	0.5500536860059339	11550999999.999998	24320000000.0	5977434988.244329	24320000000.0	5.149788748908098	0.37964688924113443
Cell#672	3948_0_1_0	1.55	193716805622.00833	496227194177.5985	10637.00863702652	0.5324054064658675	21305000000.0	47761000000.0	21636341591.729366	47761000000.0	75.59076739563025	0.4018375781992111
Cell#253	3951_2_3_2_3	-17.51	103373616646.90381	347529580068.68726	3952.3167699882774	0.6081576326696799	6956000000.0	19608000000.0	5738148857.162953	19608000000.0	12.656132577370565	0.6199814527236738
Cell#226	3950_3_1_1_3_1	-18.62	113178272549.65797	352909422464.99365	3965.899605933283	0.5564264895725117	29375999999.999996	61360000000.0	23904566920.42155	61360000000.0	94.77787160228834	0.40726078670029436
Cell#583	3948_2_3_3	-9.16	103904217613.0713	379017611215.3769	3757.348044138729	0.5899395822918881	6507000000.000001	13472999999.999998	5911055835.754203	13472999999.999998	2.821118014544297	0.28414862928789897
Cell#652	3940_0_1	-25.14	203349905448.3158	487841308490.35394	9793.957854552224	0.4866706330629615	2033000000.0	3718000000.0	1522191327.400147	3718000000.0	0.5722984222223167	0.4969835695626033
Cell#856	3947_1_0_3	-23.8	145444350826.33597	435711798745.8097	7150.736600978973	0.5814046929064388	9429000000.0	20098000000.0	7185127586.605857	20098000000.0	14.04358469139224	0.5215602736373235
Cell#429	3951_2_1_0_1	-47.87	107133515700.4024	425201612306.99084	4082.291294747654	0.5963848993556764	22943000000.0	45858999999.99999	11961237410.724037	45858999999.99999	45.61046426656916	0.5646198417584056
Cell#10	3948_1_0_1_0	-46.74	93000193621.47792	395012699003.94214	2961.483171932495	0.5851548134462201	40437000000.0	80160000000.0	21536392397.96653	80160000000.0	109.83151809931043	0.4866206535727179
Cell#240	3946_1_2	-39.5	119551759877.14279	439023379335.8906	4459.6227870701305	0.5585899135081988	14610999999.999998	24342000000.0	8838837166.16347	24342000000.0	10.464855259547745	0.365991905018649
Cell#245	3950_3_1_2_1_0_1	-26.87	135833581818.2586	415863275819.6166	9918.435753785327	0.7331864656459014	37786000000.0	56544000000.0	27632571370.00505	56544000000.0	110.56421591663526	0.3805274534914556
Cell#780	3950_1_0_2_1	-45.09	58027270934.276596	280359658382.3221	1098.793376725995	0.5712495495374523	5786000000.0	14940999999.999998	3176981705.809377	14940999999.999998	3.0432673035001363	0.549104921235163
Cell#714	3950_1_3_3_1_2	-23.86	110554708044.08498	367734257941.27	3348.4179438222122	0.5234106899647827	10686000000.0	22385000000.0	8135514700.460904	22385000000.0	10.490362627746121	0.39811653573844413
Cell#648	3951_2_3_2_0_0	-61.6	67836951175.903984	320851651979.9243	1827.7527888218149	0.630220326846155	7308000000.0	13747000000.0	2806168986.3184123	13747000000.0	3.4009512678985976	0.6571830959346435
Cell#772	3950_3_0_3_1_2	-38.5	84734923478.48567	293680517855.77783	2584.534509422193	0.5999688823415709	35799000000.0	59352000000.0	22015834152.101162	59352000000.0	82.01556637602468	0.41135141844334383
Cell#490	3951_2_0_3_0	-19.59	150757633501.3829	423695538965.44556	6759.585141417844	0.545356771231722	30401000000.0	63931000000.00001	24446092214.76707	63931000000.00001	140.09143802787193	0.4841682995147281
Cell#84	3950_3_1_1_0_1_2	-38.71	68200437033.339134	252486879125.78607	1811.3784895794217	0.6240472093157353	19930999999.999996	47756000000.0	12216453623.572392	47756000000.0	67.0097672075536	0.6700757543494172
Cell#734	3952_1_2_2_3	-40.19	111173129823.5701	436462140680.45905	5217.198331689604	0.6497089374113879	32848000000.0	55692000000.0	19647853277.306103	55692000000.0	63.976323711360266	0.40709384288390177
Cell#793	3948_1_1_0_1_2	-21.17	143235480398.3878	411675936229.26575	7046.639901902753	0.586057772889553	22691999999.999996	51816000000.0	17887269240.27957	51816000000.0	112.10162872860904	0.5919185046868729
Cell#54	3951_1_2_2_1	13.25	138867743646.44913	400981580228.9647	6111.189111749222	0.5629391882988358	10900000000.0	31854000000.0	12343782102.391813	31854000000.0	33.58137673380723	0.4694626021770324
Cell#619	3950_1_3_0_1_2	-61.15	56909195866.46955	379373115464.8421	1266.6288158212424	0.6253774725822343	9440000000.0	19348000000.0	3666529013.8158684	19348000000.0	2.9441724264674507	0.46797913949959413
Cell#558	3950_2_0_2_2	-28.72	115079149525.09206	376416591929.7113	4598.2668547533185	0.589251154454134	30541000000.0	59516000000.00001	21770866962.458015	59516000000.00001	95.84612667904676	0.44968827029016384
Cell#256	3951_2_1_3_3	-11.8	126485587037.40541	404785245066.65857	4882.499351191262	0.5524335632786568	11237000000.0	34580999999.99999	9910521890.311453	34580999999.99999	38.03755201149664	0.6223142625026657
